file	seq	subject	event_id	correlation_id	tech	business_fn	is_claim_check	rule	confidence	notes
INGRESS-ACME-seq1271.json	1271	evt.acme.ai-agent-gateway.automation.platform.internal.execution_started.v1	16e0c5d3-9dc8-4f1a-a3e8-87b890768f48	049662ce-1986-4894-b8bd-71565252dde3	platform	agent-execution	false	6	ALTA	POST-FIX: inherits chain correlation via deriveEnvelope; causation = execution_requested id, depth 3.
INGRESS-ACME-seq1272.json	1272	evt.acme.workflow-service.workflow.internal.native.execution_completed.v1	58cd724d-43b4-4a53-adf0-4987c76a7678	049662ce-1986-4894-b8bd-71565252dde3	platform	workflow-execution	false	19	ALTA	producer 'workflow-service' + domain 'workflow' -> rule 19 platform/workflow-execution (relabeled 2026-07-10, Phase-0 open decision #1 resolved; was rule 17 unknown/unknown). POST-FIX (fix 2): correlation_id now inherited from chain root and causation = received event id, depth 2 (was self-correlated orphan pre-fix).
INGRESS-ACME-seq1273.json	1273	evt.acme.api-gateway.messaging.http.webhook.webhook_received.v1	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	http-generic	ingress	false	2	ALTA	Stage-1 webhook receipt (http mapped to http-generic per TAXONOMY Q5); chain root. envelope.type still hardcoded (DRIFT#1).
INGRESS-ACME-seq1274.json	1274	evt.acme.channel-service.messaging.http.http.received.v1	92e34779-bb62-46d7-ba46-64db09192b07	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	http-generic	channel-processing	false	3	ALTA	Stage-2 canonical received; inherits root correlation, causation = stage-1 id, depth 1.
INGRESS-ACME-seq1275.json	1275	evt.acme.ai-agent-gateway.automation.platform.internal.execution_requested.v1	881c3d46-8573-43fc-9680-b08d7f9c1839	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	platform	agent-execution	false	6	ALTA	POST-FIX: correlation_id inherited from channel chain root (was static agent literal pre-fix); causation = received event id, depth 2.
INGRESS-ACME-seq1276.json	1276	evt.acme.workflow-service.workflow.internal.native.execution_completed.v1	c15e3dbc-b633-4ad3-8f2e-bb228e1e6ece	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	platform	workflow-execution	false	19	ALTA	producer 'workflow-service' + domain 'workflow' -> rule 19 platform/workflow-execution (relabeled 2026-07-10, Phase-0 open decision #1 resolved; was rule 17 unknown/unknown). POST-FIX (fix 2): correlation_id now inherited from chain root and causation = received event id, depth 2 (was self-correlated orphan pre-fix).
INGRESS-ACME-seq1277.json	1277	evt.acme.agent-memory-service.agent-memory.platform.internal.memory_proposed.v1	879fcca3-4b79-4c72-8f9f-35aa31977484	memory:32eab64d-f49d-4298-a052-15f8cd42148b	platform	agent-memory	false	9	ALTA	Classified by SUBJECT (rule 9 note). Root of the memory lifecycle (causation null by design). envelope.producer=agent-admin-service and domain=automation still contradict subject tokens (DRIFT#9, not part of the fixes). Session links to ai-agent-triage question execution 019f48b4-43f1.
INGRESS-ACME-seq1278.json	1278	evt.acme.ai-agent-gateway.automation.platform.internal.execution_completed.v1	f0506450-ac97-4be0-9b67-859bd62ca71b	049662ce-1986-4894-b8bd-71565252dde3	platform	agent-execution	false	6	ALTA	POST-FIX: inherits chain correlation via deriveEnvelope; causation = execution_requested id, depth 3.
INGRESS-ACME-seq1279.json	1279	evt.acme.ai-agent-gateway.automation.platform.internal.execution_started.v1	f3da7d1b-168d-4323-accc-43f1202d5f62	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	platform	agent-execution	false	6	ALTA	POST-FIX: inherits chain correlation via deriveEnvelope; causation = execution_requested id, depth 3.
INGRESS-ACME-seq1280.json	1280	evt.acme.channel-service.messaging.telegram.telegram.send.v1	7fe85e26-c783-4ad8-b53b-e33608538f23	049662ce-1986-4894-b8bd-71565252dde3	telegram	channel-egress	false	4	ALTA	Outbound send; correlation inherited from chain root. Residual (deferred fix 3): causation points at the received event, skipping the agent execution.
INGRESS-ACME-seq1281.json	1281	evt.acme.workflow-service.workflow.internal.native.execution_completed.v1	53077ede-c775-4d9c-8ef8-819af91bc26f	049662ce-1986-4894-b8bd-71565252dde3	platform	workflow-execution	false	19	ALTA	producer 'workflow-service' + domain 'workflow' -> rule 19 platform/workflow-execution (relabeled 2026-07-10, Phase-0 open decision #1 resolved; was rule 17 unknown/unknown). POST-FIX (fix 2): correlation_id now inherited from chain root and causation = received event id, depth 2 (was self-correlated orphan pre-fix).
INGRESS-ACME-seq1282.json	1282	evt.acme.channel-service.messaging.telegram.telegram.sent.v1	3ca5d18a-b8b9-4646-814f-87437b7f8dbe	049662ce-1986-4894-b8bd-71565252dde3	telegram	channel-egress	false	4	ALTA	Outbound sent confirmation; causation = the send event id, correlation inherited.
INGRESS-ACME-seq1283.json	1283	evt.acme.agent-memory-service.agent-memory.platform.internal.memory_proposed.v1	56617f24-c5e2-4aa1-bddd-7c81e8e13075	memory:5366c0d3-3752-410b-9b49-7c2021c41554	platform	agent-memory	false	9	ALTA	Classified by SUBJECT (rule 9 note). Root of the memory lifecycle (causation null by design). envelope.producer=agent-admin-service and domain=automation still contradict subject tokens (DRIFT#9, not part of the fixes). Session links to ai-agent-triage compliment execution 019f48b4-4bd9.
INGRESS-ACME-seq1284.json	1284	evt.acme.ai-agent-gateway.automation.platform.internal.execution_completed.v1	b0f4f426-54d3-48a1-977c-88c51422334b	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	platform	agent-execution	false	6	ALTA	POST-FIX: inherits chain correlation via deriveEnvelope; causation = execution_requested id, depth 3.
INGRESS-ACME-seq1285.json	1285	evt.acme.channel-service.messaging.telegram.telegram.send.v1	5e624a90-dd45-4959-857b-bef4700f12c0	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	telegram	channel-egress	false	4	ALTA	Outbound send; correlation inherited from chain root. Residual (deferred fix 3): causation points at the received event, skipping the agent execution.
INGRESS-ACME-seq1286.json	1286	evt.acme.workflow-service.workflow.internal.native.execution_completed.v1	b079de31-fc01-4c39-b122-c8425642af95	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	platform	workflow-execution	false	19	ALTA	producer 'workflow-service' + domain 'workflow' -> rule 19 platform/workflow-execution (relabeled 2026-07-10, Phase-0 open decision #1 resolved; was rule 17 unknown/unknown). POST-FIX (fix 2): correlation_id now inherited from chain root and causation = received event id, depth 2 (was self-correlated orphan pre-fix).
INGRESS-ACME-seq1287.json	1287	evt.acme.channel-service.messaging.telegram.telegram.sent.v1	bcabe80a-9252-4779-8b99-87f1951922d1	8c0576be-f9d1-48c7-a3e9-1e5c72b48ac2	telegram	channel-egress	false	4	ALTA	Outbound sent confirmation; causation = the send event id, correlation inherited.
INGRESS-ACME-seq1288.json	1288	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	c5cadece-f7d7-45ba-83f6-b21641a73c3e	75002f67-edc9-46cc-a6b6-3e6571076aa0	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1289.json	1289	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	e47574de-3c08-49d7-a3dc-7e7705ce3e1d	f22f67ea-9b37-400e-8da8-ac9ddfc4f4bf	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1290.json	1290	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	31be0f66-4f4f-4daf-bba7-2be26f54ca92	5c45e771-8048-4593-9b22-f434f481ce6e	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1291.json	1291	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	58cac376-1855-40e0-b62d-a96665e494e7	67cb9da0-a4eb-4081-922e-3cf50585431f	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1292.json	1292	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	be6bd58b-07d1-48dc-97ff-585ab70e943a	b1c7fe59-2cc1-4596-90b9-490b809f74c8	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1293.json	1293	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	08d684e4-d868-4c40-8145-988c535b9a9e	800ba46c-5d8a-42f0-a3f2-8083721a16e2	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1294.json	1294	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	d776f0cd-b4c0-4fb0-b0f8-b04a4c50bf18	0fec2546-64b7-42c5-8e89-a637bfe1ef91	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1295.json	1295	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	3db39769-abfc-4583-8258-cf8f7dee6627	61dec189-9bb6-4759-9b7b-451e4b649dfb	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1296.json	1296	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	17d6e810-d19e-4314-a1ed-7b4bd593217b	1b36e532-24d7-49e3-963d-4c2c43732b44	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1297.json	1297	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	38e7aa18-5d5f-4556-acb5-bb033741ccfa	dd603213-3b68-4c23-9aed-9c51c84f178d	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1298.json	1298	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	5eae53fa-7e44-4756-8b3d-3d1c92444ef0	410ff859-5337-4dfd-867a-066920e007e1	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1299.json	1299	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	087a6655-8f40-4a0e-b98b-8e21191412e7	5cbcd273-c8f3-4902-8942-f9eca2e63a15	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
INGRESS-ACME-seq1300.json	1300	evt.acme.ai-agent-gateway.automation.platform.internal.online.v1	62b5e1bd-36ae-4fa3-aa86-a76fc66ee17d	c9f138b8-43e5-48cb-8993-6bb8919859b7	platform	runtime-presence	false	20	ALTA	Runtime-presence heartbeat (online.v1) published every ~15s per active tenant by agent-ai-service HeartbeatService (heartbeat.service.ts:91). Rule 20 -> platform/runtime-presence, disposition counted-not-persisted: no row inserted, OTel counter tracking_ingester_skipped_total keeps it visible. Non-canonical envelope (no data.payload_inline, transport={name,version}, UUID idempotencykey); subject producer token ai-agent-gateway but publisher is agent-ai-service (producer-token drift analogous to DRIFT.md item 9; heartbeat non-canonical traits in DRIFT.md item 5).
